1.50604e-13,3.66383e-12,3.44358e-12,1.3866e-11,9.66341e-13
2.93967e-11,1.16907e-09,3.88385e-10,4.47809e-09,2.49221e-10
2.792e-09,6.64356e-08,1.83836e-08,3.38955e-07,2.56198e-08
1.68493e-07,3.84346e-06,4.52162e-07,1.45168e-05,1.16602e-06
2.5826e-06,5.75125e-05,6.17693e-06,0.000214167,2.54967e-05
2.96124e-05,0.000695164,5.45419e-05,0.00317389,0.000329348
0.000255372,0.00515077,0.000320392,0.0190106,0.00282031
0.00166597,0.0310708,0.00135347,0.114997,0.0167249
0.00645453,0.112114,0.00426675,0.411235,0.0714175
0.0207872,0.329797,0.010529,1.20199,0.236268
0.0465492,0.684391,0.0212619,2.44751,0.620299
0.109066,1.40187,0.0351241,4.98899,1.38159
0.191191,2.18448,0.0495068,7.62548,2.60063
0.303047,3.00837,0.0605233,10.2703,4.29975
0.437272,3.67724,0.0648776,12.1991,6.37609
0.579194,4.01678,0.0641693,12.7606,8.60514
0.68015,4.05871,0.0540804,12.2124,10.8478
0.769264,3.89748,0.0446703,10.9026,12.8738
0.863072,3.42736,0.0324439,8.51355,14.6413
0.913504,3.06275,0.0223575,6.59891,16.0863
0.948572,2.72707,0.0145121,4.88046,17.2661
0.971268,2.46212,0.00887303,3.50145,18.2352
0.98494,2.2826,0.00515347,2.49973,19.0527
0.992603,2.19241,0.00292142,1.98487,19.7692
0.995561,2.17342,0.00148747,1.54272,20.4206
0.998048,2.16574,0.000776391,1.26806,21.0373
0.998913,2.19981,0.000391446,1.16047,21.6329
0.999573,2.23731,0.00018229,1.07018,22.2177
0.99978,2.28964,8.61301e-05,1.03874,22.7967
0.999923,2.34369,4.01969e-05,1.01832,23.373
0.999963,2.40189,1.69377e-05,1.00764,23.9478
